country,countrycode,year,exportdiv,ncc,pscom,psenroll,trade,fdi,gdpg,popn,govscore,latitude
Afghanistan,4,1970,3.8009915,0.87755385,,33.42000961,21.72811007,0.013151224,,10752971,0.264,33
Afghanistan,4,1971,3.8723822,1.035584144,,34.33134079,27.06313745,0.024575271,,11015857,0.264,33
Afghanistan,4,1972,3.7045109,1.195196448,,34.75268173,32.86908104,0.009401115,,11286753,0.263,33
Afghanistan,4,1973,3.6761062,1.674168157,,35.21437073,27.69230879,0.015576924,,11575305,0.283,33
Afghanistan,4,1974,3.6876614,2.125319208,17.98686981,35.76082993,28.86598016,,,11869879,0.274,33
Afghanistan,4,1975,3.4672232,2.666730639,,36.71591187,26.94835767,,,12157386,0.274,33
Afghanistan,4,1976,3.6032999,2.824876293,,37.60150909,28.08695666,0.001565217,,12425267,0.274,33
Afghanistan,4,1977,3.7876248,2.68324458,18.96799088,38.38040924,26.48607983,-0.008126411,,12687301,0.274,33
Afghanistan,4,1978,3.6537247,2.244871525,20.6745491,39.67102051,24.71380403,,,12938862,0.326,33
Afghanistan,4,1979,3.6602466,2.441382875,,,,0.032450496,,12986369,0.436,33
Afghanistan,4,1980,4.0762277,2.560411918,27.66419983,46.06629181,,0.247135743,,12486631,0.422,33
Afghanistan,4,1981,3.5905676,1.996982268,35.88290024,52.37714005,,0.005174216,,11155195,0.422,33
Afghanistan,4,1982,3.7258363,,,21.8145504,,,,10088289,0.422,33
Afghanistan,4,1983,3.9266241,,,,,,,9951449,0.422,33
Afghanistan,4,1984,3.6959445,,21.75962067,27.09651947,,,,10243686,0.422,33
Afghanistan,4,1985,3.7393501,,20.99748039,27.35779953,,,,10512221,0.422,33
Afghanistan,4,1986,3.7357183,,,29.06418037,,,,10448442,0.422,33
Afghanistan,4,1987,3.8304121,,,,,,,10322758,0.422,33
Afghanistan,4,1988,3.9331326,,,37.84622955,,,,10383460,0.422,33
Afghanistan,4,1989,4.1532125,,,35.48210144,,,,10673168,0.422,33
Afghanistan,4,1990,4.0433803,,,34.57723999,,,,10694796,0.364,33
Afghanistan,4,1991,3.8586609,,,36.11692047,,,,10745167,0.362,33
Afghanistan,4,1992,3.717257,,,,,,,12057433,0.22,33
Afghanistan,4,1993,3.3458197,,34.17082977,36.47658157,,,,14003760,0.147,33
Afghanistan,4,1994,4.296752,,,47.78609848,,,,15455555,0.147,33
Afghanistan,4,1995,3.3563507,,,49.69832993,,,,16418912,0.145,33
Afghanistan,4,1996,3.0677667,,,,,,,17106595,0.139,33
Afghanistan,4,1997,2.7101743,,,,,,,17788819,0.152,33
Afghanistan,4,1998,2.9359014,,,34.29687881,,,,18493132,0.152,33
Afghanistan,4,1999,3.0851958,,,27.29884911,,,,19262847,0.152,33
Afghanistan,4,2000,3.3158891,,,22.16299057,,,,19542982,0.135,33
Afghanistan,4,2001,2.8091793,,,22.90859032,,,,19688632,0.155,33
Afghanistan,4,2002,2.8081315,1.276148807,,75.95974731,,1.306949882,,21000256,0.425,33
Afghanistan,4,2003,3.0167868,0.731312589,,96.55368042,,1.278493243,8.832277813,22645130,0.449,33
Afghanistan,4,2004,3.0035975,0.458919792,,106.2526627,,3.577104201,1.414117981,23553551,0.447,33
Afghanistan,4,2005,2.9127665,0.393192771,,100.2296906,,4.368673134,11.22971482,24411191,0.488,33
Afghanistan,4,2006,3.0734708,0.504174403,,103.9322433,,3.413772948,5.357403251,25442944,0.491,33
Afghanistan,4,2007,2.864501,0.44950057,,101.0864563,,1.93570173,13.82631955,25903301,0.496,33
Afghanistan,4,2008,2.6944036,0.601665825,,103.4139633,,0.455360449,3.924983822,26427199,0.507,33
Afghanistan,4,2009,2.1959968,0.424658196,,99.36972046,,0.451889149,21.39052839,27385307,0.51,33
Afghanistan,4,2010,2.7662075,0.625332613,,102.9034424,,1.203117994,14.36244147,28189672,0.515,33
Afghanistan,4,2011,2.9362681,0.83638966,,100.2902985,,0.293025177,0.426354785,29249157,0.515,33
Afghanistan,4,2012,3.1442778,0.684675469,,106.2834015,,0.285440892,12.75228709,30466479,0.515,33
Afghanistan,4,2013,3.1732664,0.603571665,,107.6959763,,0.239801183,5.600744658,31541209,0.513,33
Afghanistan,4,2014,3.2871161,0.5427565,,109.1155167,,0.209664794,2.724543364,32716210,0.509,33
Angola,24,1970,3.8874505,,,,,,,6029700,0.067,-12.5
Angola,24,1971,3.9100056,,,59.06124115,,,,6177049,0.067,-12.5
Angola,24,1972,3.7914977,,,64.03260803,,,,6364731,0.067,-12.5
Angola,24,1973,3.7905047,,,66.0256424,,,,6578230,0.067,-12.5
Angola,24,1974,3.9918587,,,71.73970795,,,,6802494,0.069,-12.5
Angola,24,1975,4.3519397,,,,,,,7032713,0.185,-12.5
Angola,24,1976,5.0342336,,,,,,,7266780,0.181,-12.5
Angola,24,1977,5.0862188,,,,,,,7511895,0.181,-12.5
Angola,24,1978,5.0738826,,,,,,,7771590,0.181,-12.5
Angola,24,1979,5.4284821,,,,,,,8043218,0.18,-12.5
Angola,24,1980,5.7509623,21.09082781,,153.2166138,,0.630595481,,8330047,0.18,-12.5
Angola,24,1981,5.8286586,11.73368782,46.2301712,135.9693146,,0.883175193,-4.400001219,8631457,0.18,-12.5
Angola,24,1982,6.086288,5.524024293,41.26602173,127.0382919,,2.08522975,0,8947152,0.18,-12.5
Angola,24,1983,6.0167742,12.29367252,,114.5610504,,1.802577332,4.200001429,9276707,0.18,-12.5
Angola,24,1984,6.0920548,15.06512463,,99.75843048,,1.094346872,6.000002165,9617702,0.18,-12.5
Angola,24,1985,6.1739006,14.86595044,,78.5105896,,3.677923446,3.49999949,9970621,0.18,-12.5
Angola,24,1986,6.0710773,7.383010909,,84.57817841,,3.306582131,2.900001742,10332574,0.17,-12.5
Angola,24,1987,6.0098667,16.10655031,,84.49256897,,1.471082847,4.082748635,10694057,0.17,-12.5
Angola,24,1988,5.9162912,15.30094216,,82.75563812,,1.492857712,6.128890478,11060261,0.17,-12.5
Angola,24,1989,5.9545445,22.71677829,,82.34767151,,1.959262521,0.041621462,11439498,0.17,-12.5
Angola,24,1990,6.0149651,29.10382706,,77.09954071,,-2.979634931,-3.450098685,11828638,0.196,-12.5
Angola,24,1991,6.1762652,17.96798031,30.96945,70.35929108,,6.388692857,0.991359302,12228691,0.196,-12.5
Angola,24,1992,6.0457344,28.47939824,,67.46276855,,3.466080905,-5.838280733,12632507,0.2,-12.5
Angola,24,1993,6.0831833,36.66246848,,,,4.96492102,-23.98341744,13038270,0.184,-12.5
Angola,24,1994,6.0387096,43.63651301,,,,3.837036558,1.339363436,13462031,0.184,-12.5
Angola,24,1995,6.0023694,44.21099663,,,,8.52948884,15.00000003,13912253,0.184,-12.5
Angola,24,1996,6.0487604,41.36171668,,,,2.762769546,13.54436976,14383350,0.184,-12.5
Angola,24,1997,5.9911456,39.45148916,,,,5.363359879,7.274277355,14871146,0.184,-12.5
Angola,24,1998,5.8821516,24.26938077,,74.16484833,,17.12119116,4.691146451,15366864,0.184,-12.5
Angola,24,1999,5.903543,40.80335432,,,,40.16725097,2.181489718,15870753,0.184,-12.5
Angola,24,2000,6.0963874,59.14251036,,,,9.623866313,3.054624234,16394062,0.183,-12.5
Angola,24,2001,6.0692272,44.21947659,,,,24.00907534,4.205998556,16941587,0.173,-12.5
Angola,24,2002,6.1136775,32.88371598,,,105.3017426,11.40619182,13.66568876,17516139,0.17,-12.5
Angola,24,2003,6.2437768,28.40669695,,,103.9012296,20.08101439,2.99,18124342,0.189,-12.5
Angola,24,2004,6.3306208,33.77071701,,,103.5799471,9.32923924,10.95000001,18771125,0.189,-12.5
Angola,24,2005,6.2455153,42.76007427,,,106.5909621,-3.526657165,15.02999999,19450959,0.189,-12.5
Angola,24,2006,6.2953358,40.7534429,,,94.62515933,-0.072000996,11.55,20162340,0.189,-12.5
Angola,24,2007,6.2119465,45.88117608,,104.2333298,108.0600679,-1.368762391,14.01000001,20909684,0.189,-12.5
Angola,24,2008,6.315526,52.56077296,41.17541122,111.1099472,121.3647085,1.896313901,11.16999999,21691522,0.189,-12.5
Angola,24,2009,6.2780771,30.31146614,40.9657402,110.2017899,122.4461441,3.13666067,0.860000002,22507674,0.193,-12.5
Angola,24,2010,6.2558527,38.16231011,42.28590012,111.872879,104.1236353,-3.851111514,4.398375938,23364185,0.195,-12.5
Angola,24,2011,6.2549701,39.0226785,49.09434128,126.2451477,99.98250633,-2.704873236,3.472053148,24259111,0.195,-12.5
Angola,24,2012,6.1062145,34.73100763,,,91.80009734,-1.143767784,8.542107076,25188292,0.195,-12.5
Angola,24,2013,6.1268072,29.40004523,,,86.81193276,-5.380131009,4.954613031,26147002,0.216,-12.5
Angola,24,2014,6.2127671,22.12424763,,,79.33292278,2.690005655,4.82255927,27128337,0.216,-12.5
United Arab Emirates,784,1970,5.5192132,,,,,,,298084,0.197,24
United Arab Emirates,784,1971,5.5153751,,,61.65330887,,,,344513,0.197,24
United Arab Emirates,784,1972,6.2211852,,,68.85012817,,,,392368,0.197,24
United Arab Emirates,784,1973,6.131012,,,74.63288879,,,,441546,0.281,24
United Arab Emirates,784,1974,6.2980776,,36.43922043,77.59902954,,,,491955,0.281,24
United Arab Emirates,784,1975,6.180748,37.58149556,41.8893013,80.77301025,,0.108350617,,543394,0.281,24
United Arab Emirates,784,1976,6.1501131,37.02634437,52.35342026,93.51902771,,0.257271595,16.52685651,614177,0.281,24
United Arab Emirates,784,1977,6.0856819,31.15046187,58.602211,98.19428253,,0.451274584,21.43933017,706861,0.278,24
United Arab Emirates,784,1978,6.1603551,31.95051161,61.25331879,97.60421753,,0.164537297,-1.58960332,805231,0.278,24
United Arab Emirates,784,1979,6.091085,56.67173525,64.74237061,94.18134308,,0.206817088,20.92357308,908452,0.283,24
United Arab Emirates,784,1980,5.8073859,42.32741065,65.99298096,91.76853943,,0.223949268,23.87477491,1014048,0.283,24
United Arab Emirates,784,1981,5.7329173,33.40866984,69.26058197,88.16384125,,-0.034337775,4.659176674,1100180,0.3,24
United Arab Emirates,784,1982,5.5437727,23.01154048,81.10973358,94.93871307,,0.203892014,-6.719316186,1167856,0.3,24
United Arab Emirates,784,1983,5.4774876,24.27984422,82.81867981,96.1774826,,0.106393608,-4.7458207,1237572,0.298,24
United Arab Emirates,784,1984,5.3152761,26.43536976,81.37445068,95.89848328,,0.407195241,4.01695128,1308331,0.298,24
United Arab Emirates,784,1985,5.3227749,24.66529302,78.1142807,93.8554306,,-0.544187527,-3.594476517,1379536,0.298,24
United Arab Emirates,784,1986,5.0564299,18.36663638,78.74329376,93.22070313,,0.324685539,-14.95813656,1468697,0.298,24
United Arab Emirates,784,1987,4.999989,24.30872586,74.72199249,92.37963104,,0.128404884,3.381981709,1575909,0.298,24
United Arab Emirates,784,1988,4.8019357,21.7546746,70.70359802,94.2568512,,0.520707069,-2.618907704,1683681,0.298,24
United Arab Emirates,784,1989,4.8304605,30.0841004,76.38954163,98.31022644,,0.093548785,12.33789128,1791840,0.328,24
United Arab Emirates,784,1990,5.0199361,36.60270007,84.12049866,102.3238983,,-0.22843531,18.32798553,1900151,0.328,24
United Arab Emirates,784,1991,4.9810214,24.93551186,90.88185883,104.0066528,,0.050317964,0.860081946,2008383,0.341,24
United Arab Emirates,784,1992,4.8259673,24.75940602,91.05056763,100.7795334,,0.239162943,3.344944862,2116231,0.359,24
United Arab Emirates,784,1993,4.529727,22.15052226,89.47586823,99.24217224,,0.721471949,1.261190951,2223284,0.352,24
United Arab Emirates,784,1994,4.4847383,18.26348022,90.10401917,100.8629379,,0.105319789,6.896148551,2329024,0.371,24
United Arab Emirates,784,1995,4.2395182,17.87533681,90.13184357,102.6881409,,0.608195467,6.687886464,2433988,0.377,24
United Arab Emirates,784,1996,4.3553281,20.71956215,86.26799774,100.1281662,,0.408474867,5.798404061,2572735,0.377,24
United Arab Emirates,784,1997,4.1752653,18.6806268,82.83248138,97.30005646,,0.294815986,8.190398641,2746119,0.377,24
United Arab Emirates,784,1998,3.6992605,12.52788253,82.7075119,98.2942276,,0.340485312,0.291994349,2921130,0.377,24
United Arab Emirates,784,1999,3.6097951,14.85476356,88.80805206,,,-1.166835786,2.902213645,3097563,0.38,24
United Arab Emirates,784,2000,4.0184641,22.38441772,94.96092987,,,-0.485281533,10.85270421,3275333,0.389,24
United Arab Emirates,784,2001,3.758878,17.59639666,98.86210632,,89.86457993,1.14589217,1.39908503,3454198,0.389,24
United Arab Emirates,784,2002,3.5543263,16.23762837,98.8396225,102.3497009,93.07165881,0.086781366,2.43345681,3633655,0.401,24
United Arab Emirates,784,2003,3.7646308,19.20611287,94.07933044,100.775383,102.3001695,3.422662713,8.800540815,3813443,0.44,24
United Arab Emirates,784,2004,3.6393216,22.221017,94.06018829,99.46906281,116.6226125,6.767152113,9.566436637,3993339,0.437,24
United Arab Emirates,784,2005,3.6789093,25.33437477,94.70674896,99.65757751,119.5528716,6.034816039,4.855141196,4280993,0.437,24
United Arab Emirates,784,2006,4.3772011,27.2052072,94.77684784,99.70491028,119.4706696,5.765437532,9.837319773,4898954,0.437,24
United Arab Emirates,784,2007,3.8549123,24.93720636,92.89482117,97.98127747,136.7981529,5.500439718,3.184390174,5872624,0.437,24
United Arab Emirates,784,2008,4.1610575,27.71491227,,,148.513544,1.604874609,3.191836276,6988685,0.437,24
United Arab Emirates,784,2009,4.050509,19.71346172,83.51550293,91.91954041,153.4619444,0.447367364,-5.242921907,7992644,0.44,24
United Arab Emirates,784,2010,3.4924321,23.77687049,83.34784698,94.27706146,138.8920969,2.930409874,1.602850048,8481771,0.507,24
United Arab Emirates,784,2011,3.6957402,29.77895683,82.26753998,96.62016296,147.392662,1.98210834,6.216121813,8575205,0.507,24
United Arab Emirates,784,2012,3.8031967,28.21446697,91.53191376,106.778038,159.9704706,2.487363363,1.824480789,8664969,0.514,24
United Arab Emirates,784,2013,3.8424044,27.3813114,99.68549347,111.8861313,161.1004825,2.439895657,5.055559654,8751847,0.514,24
United Arab Emirates,784,2014,3.858079,23.97392577,112.2813797,118.9732513,164.0295099,2.673603848,4.165691843,8835951,,24
Argentina,32,1970,2.7783215,0.301180697,69.95262909,105.7694778,10.33744408,,3.045643319,23842803,0.5,-34
Argentina,32,1971,2.7871313,0.436369228,72.05554199,106.7520981,12.61518892,,5.658131082,24223379,0.5,-34
Argentina,32,1972,2.6722748,0.502356037,,106.2868195,14.0356432,,1.628416518,24612794,0.5,-34
Argentina,32,1973,2.5636792,0.576658816,,105.7107468,13.32216851,,2.811754038,25020588,0.576,-34
Argentina,32,1974,2.4449584,1.851347347,76.3412323,106.1273193,13.19157986,,5.533804396,25449754,0.664,-34
Argentina,32,1975,2.4713337,2.417618399,78.45020294,105.4722595,11.80272429,,-0.028412104,25875558,0.635,-34
Argentina,32,1976,2.2915194,2.671108329,77.92980957,105.1465073,15.09688462,,-2.018251517,26290257,0.458,-34
Argentina,32,1977,2.2716355,2.159764921,,105.9468307,16.94228657,,6.934147757,26713780,0.444,-34
Argentina,32,1978,2.1764238,2.416430448,,105.3510208,14.32379637,,-4.506124802,27146121,0.444,-34
Argentina,32,1979,2.4191422,5.427270461,,105.6624908,12.84068464,,10.22276346,27584134,0.444,-34
Argentina,32,1980,2.3406026,6.310932924,,105.6702881,11.54567246,,1.51878395,28024803,0.444,-34
Argentina,32,1981,2.5538943,5.15070532,,106.2806168,14.29297748,,-5.189789141,28471285,0.436,-34
Argentina,32,1982,2.3672678,2.917155105,,106.7432175,15.6114861,,-0.735659159,28922762,0.436,-34
Argentina,32,1983,2.7068098,3.273530163,,,14.98767011,0.168965202,4.349093279,29377137,0.511,-34
Argentina,32,1984,2.6449623,4.11858428,,106.1247482,12.34638143,0.237192131,1.570738702,29832197,0.814,-34
Argentina,32,1985,2.5658894,3.36451641,,107.0357437,18.00942507,1.039396795,-5.189024353,30287112,0.814,-34
Argentina,32,1986,2.3615744,1.249136134,,108.8759766,14.48603279,0.540419267,6.153377063,30748326,0.814,-34
Argentina,32,1987,2.1959364,1.806467157,,109.7503891,15.44896988,-0.017426486,2.704868828,31216453,0.814,-34
Argentina,32,1988,2.1615341,1.485178815,,110.3098373,15.74345861,0.903661919,-1.089933341,31690792,0.814,-34
Argentina,32,1989,1.9472065,3.543754571,,,19.6377977,1.341517147,-7.156949656,32165766,0.815,-34
Argentina,32,1990,1.9487014,2.541333792,,107.9235916,14.990859,1.298879041,-2.467213778,32637657,0.758,-34
Argentina,32,1991,2.1054313,1.112169537,,109.3128891,13.75305416,1.285578854,9.133110567,33105763,0.751,-34
Argentina,32,1992,2.2077587,1.096887631,,,14.73098059,1.936794516,7.937291556,33568285,0.765,-34
Argentina,32,1993,2.1497083,1.095340384,,,16.22315145,1.179802812,8.206979072,34027240,0.765,-34
Argentina,32,1994,2.1575632,1.037616255,97.76952362,111.7349319,18.13434587,1.411953029,5.836200704,34488696,0.765,-34
Argentina,32,1995,2.0342562,1.298073436,,,19.77142309,2.17392759,-2.845209611,34946110,0.765,-34
Argentina,32,1996,2.1756179,1.595984102,92.6410675,112.2408905,21.50646841,2.553203406,5.526689827,35389362,0.773,-34
Argentina,32,1997,2.2263694,1.424732525,92.36338806,109.2838974,23.33617884,3.127877939,8.111046771,35815971,0.771,-34
Argentina,32,1998,2.1615815,0.821860212,101.2532883,113.8952484,23.35002797,2.438768962,3.850178852,36233195,0.771,-34
Argentina,32,1999,2.1152277,1.400564103,99.48899078,116.6007538,21.38274496,8.460582171,-3.385457041,36653031,0.771,-34
Argentina,32,2000,2.2581046,2.364145264,99.72418213,117.2811737,22.62244478,3.665790595,-0.788998939,37070774,0.77,-34
Argentina,32,2001,2.2884486,1.918540854,99.186409,117.3070374,21.85225545,0.806164135,-4.408839683,37480493,0.77,-34
Argentina,32,2002,2.2989578,5.630902393,101.8354187,117.2992401,41.75272436,2.198958195,-10.89448483,37885028,0.77,-34
Argentina,32,2003,2.3956997,4.544052379,99.50263977,114.6765823,40.64474803,1.294810869,8.837040796,38278164,0.767,-34
Argentina,32,2004,2.3431988,4.295220158,97.783638,115.6678772,40.69264611,2.505017516,9.029573301,38668796,0.772,-34
Argentina,32,2005,2.2805912,5.187273828,94.82763672,114.7447662,40.55127097,2.649354415,8.85165992,39070501,0.772,-34
Argentina,32,2006,2.2240136,5.775609442,95.84699249,116.3161316,40.43347987,2.381068545,8.0471515,39476851,0.772,-34
Argentina,32,2007,2.3673687,4.838615695,98.63778687,117.3506165,40.94517062,2.251294236,9.007650875,39876111,0.78,-34
Argentina,32,2008,2.4603512,4.949379949,102.3866272,118.4370117,40.40267338,2.689900965,4.057233103,40273769,0.783,-34
Argentina,32,2009,2.3446772,3.098346954,103.0468521,118.4015579,34.05712691,1.206439226,-5.918525076,40684338,0.785,-34
Argentina,32,2010,2.4920745,3.257095194,103.4086304,118.2347183,34.97101326,2.675161719,10.12539816,40788453,0.779,-34
Argentina,32,2011,2.4715674,3.886504042,103.4096298,117.4637527,35.206155,2.044659979,6.003951693,41261490,0.779,-34
Argentina,32,2012,2.509167,3.625647909,103.7547989,116.5163498,30.52654237,2.8066719,-1.026420454,41733271,0.78,-34
Argentina,32,2013,2.5459228,3.155587305,103.3749313,114.5092392,29.333929,1.779205536,2.405323781,42202935,0.764,-34
Argentina,32,2014,2.6033194,2.965616195,105.392601,113.9618835,28.40679365,0.96240665,-2.512615321,42669500,0.764,-34
Armenia,51,1970,,,,,,,,2534377,0.814,40
Armenia,51,1971,,,,,,,,2590923,0.817,40
Armenia,51,1972,,,,,,,,2648048,0.816,40
Armenia,51,1973,,,,,,,,2706852,0.82,40
Armenia,51,1974,,,,,,,,2767646,0.82,40
Armenia,51,1975,,,,,,,,2830798,0.817,40
Armenia,51,1976,,,,,,,,2896311,0.818,40
Armenia,51,1977,,,,,,,,2965523,0.818,40
Armenia,51,1978,,,,,,,,3038224,0.818,40
Armenia,51,1979,,,,,,,,3097058,0.817,40
Armenia,51,1980,,,,,,,,3135123,0.817,40
Armenia,51,1981,,,,,,,,3167876,0.817,40
Armenia,51,1982,,,,,,,,3202011,0.817,40
Armenia,51,1983,,,,,,,,3238291,0.817,40
Armenia,51,1984,,,,,,,,3272102,0.817,40
Armenia,51,1985,,,,,,,,3300896,0.817,40
Armenia,51,1986,,,,,,,,3327182,0.812,40
Armenia,51,1987,,,,,,,,3351364,0.785,40
Armenia,51,1988,,,,,,,,3366838,0.778,40
Armenia,51,1989,,,,,,,,3448186,0.767,40
Armenia,51,1990,,0,,,81.33571855,,,3556539,0.888,40
Armenia,51,1991,,0,,104.975441,100.8658552,,-11.69999848,3617631,0.87,40
Armenia,51,1992,3.7063415,0.265019425,,97.06539154,101.0767594,0.188555402,-41.80000275,3574555,0.844,40
Armenia,51,1993,4.530025,0.26948156,,100.4318695,107.9731463,0.066593811,-8.799998793,3457349,0.844,40
Armenia,51,1994,5.4170184,0.46429817,106.9096832,93.51651764,112.4293646,0.608291637,5.400002779,3373713,0.856,40
Armenia,51,1995,4.4780779,0.587001273,,89.39492798,86.11485707,1.724422757,6.89999842,3322782,0.834,40
Armenia,51,1996,3.4723241,0.31544704,,90.0802536,79.22956012,1.100209246,5.865400749,3298898,0.805,40
Armenia,51,1997,3.0107863,0.325824777,90.62258148,122.2688599,78.54774505,3.168053635,3.3210797,3271418,0.805,40
Armenia,51,1998,3.1507018,0.114669585,,121.6465607,71.84245188,12.27077974,7.299999988,3240550,0.8,40
Armenia,51,1999,3.6026123,0.177492136,,122.5956802,70.56047914,6.612580809,3.300000001,3206030,0.795,40
Armenia,51,2000,3.307951,0.293454325,,88.33853149,72.23333023,5.450433156,5.900000003,3168523,0.728,40
Armenia,51,2001,3.042546,0.299938082,,93.44167328,69.86426639,3.298067417,9.599999999,3133133,0.719,40
Armenia,51,2002,3.6763594,0.591149485,83.74337769,90.67430115,73.98450184,4.659499749,13.2,3105037,0.72,40
Armenia,51,2003,3.9217231,0.033234597,86.77423096,93.57198334,80.0513676,4.376570097,14,3084102,0.72,40
Armenia,51,2004,3.5628633,0.021722905,100.005928,94.73773193,73.07063399,6.909902013,10.5,3065745,0.719,40
Armenia,51,2005,3.9226487,0.010257477,93.46631622,93.72631836,70.13973858,5.960106873,13.9,3047246,0.719,40
Armenia,51,2006,3.4526899,0.015802557,92.02571106,95.97692871,61.03013798,7.307314505,13.2,3026486,0.719,40
Armenia,51,2007,2.9668126,0.009295978,96.74627686,106.0735321,56.97504709,7.252332316,13.7,3004393,0.719,40
Armenia,51,2008,3.1714833,0.213475225,98.6576767,107.1063766,54.54232796,8.092349209,6.9,2983421,0.707,40
Armenia,51,2009,3.2241375,0.374259981,,105.3227921,57.27423574,8.788694214,-14.1,2964296,0.716,40
Armenia,51,2010,3.3659539,2.654662881,91.54000092,96.67951965,64.64297597,5.716037341,2.2,2946293,0.712,40
Armenia,51,2011,3.1776254,2.923458601,93.47415924,96.52017212,69.43557366,6.440668056,4.699999999,2928976,0.712,40
Armenia,51,2012,2.9204931,1.490134089,93.56420135,96.49410248,75.96167596,4.676727598,7.200000001,2914421,0.712,40
Armenia,51,2013,3.2387195,1.097153902,,99.3458786,77.55504816,3.111931854,3.3,2901385,0.684,40
Armenia,51,2014,3.4184322,0.306948917,94.60370636,100.9155731,75.77886696,3.502114155,3.600000001,2889930,0.685,40
Azerbaijan,31,1970,,,,,,,,5172050,0.814,40.5
Azerbaijan,31,1971,,,,,,,,5282950,0.817,40.5
Azerbaijan,31,1972,,,,,,,,5391450,0.816,40.5
Azerbaijan,31,1973,,,,,,,,5493900,0.82,40.5
Azerbaijan,31,1974,,,,,,,,5594100,0.82,40.5
Azerbaijan,31,1975,,,,,,,,5689050,0.817,40.5
Azerbaijan,31,1976,,,,,,,,5781000,0.818,40.5
Azerbaijan,31,1977,,,,,,,,5876150,0.818,40.5
Azerbaijan,31,1978,,,,,,,,5976150,0.818,40.5
Azerbaijan,31,1979,,,,,,,,6071300,0.817,40.5
Azerbaijan,31,1980,,,,,,,,6160500,0.817,40.5
Azerbaijan,31,1981,,,,,,,,6257750,0.817,40.5
Azerbaijan,31,1982,,,,,,,,6357550,0.817,40.5
Azerbaijan,31,1983,,,,,,,,6459800,0.817,40.5
Azerbaijan,31,1984,,,,,,,,6567850,0.817,40.5
Azerbaijan,31,1985,,,,,,,,6670150,0.817,40.5
Azerbaijan,31,1986,,,,,,,,6770300,0.812,40.5
Azerbaijan,31,1987,,,,,,,,6875350,0.785,40.5
Azerbaijan,31,1988,,,,,,,,6974600,0.778,40.5
Azerbaijan,31,1989,,,,,,,,7076550,0.767,40.5
Azerbaijan,31,1990,,17.72781294,,,83.08321965,,,7175200,0.512,40.5
Azerbaijan,31,1991,,8.68334133,,,86.86377246,,-0.700000176,7271300,0.512,40.5
Azerbaijan,31,1992,4.3639126,,,,140.7999834,,-22.60000033,7382050,0.643,40.5
Azerbaijan,31,1993,4.0152655,41.01098867,,,133.4904459,0.000636783,-23.09999872,7494800,0.549,40.5
Azerbaijan,31,1994,3.7764161,44.59675247,,,55.34931946,1.843872431,-19.70000124,7596550,0.423,40.5
Azerbaijan,31,1995,3.5422301,26.0039043,,,85.89371075,13.65348699,-11.79999911,7684850,0.419,40.5
Azerbaijan,31,1996,2.226922,26.03896319,,,80.84974017,19.74738056,1.299999405,7763000,0.419,40.5
Azerbaijan,31,1997,2.5456109,18.43314954,,,82.07896653,28.13569005,5.800000148,7838250,0.419,40.5
Azerbaijan,31,1998,2.4222925,5.261245716,,,77.2278091,23.0067972,9.999999612,7913000,0.415,40.5
Azerbaijan,31,1999,3.9255471,17.39193913,,,69.82596488,11.13925587,7.4000013,7982750,0.41,40.5
Azerbaijan,31,2000,4.4568963,35.07719009,89.51351166,97.20748901,78.54856828,2.46437455,11.09999914,8048600,0.399,40.5
Azerbaijan,31,2001,5.115314,27.90917879,95.1685791,98.86100006,78.81518549,14.35939227,9.899999865,8111200,0.399,40.5
Azerbaijan,31,2002,5.2967405,25.88033959,97.58601379,98.34942627,92.81814433,32.46549896,9.438916269,8171950,0.399,40.5
Azerbaijan,31,2003,5.0708942,26.08856805,92.69615173,96.21324158,107.5519485,55.07287666,10.2082994,8234100,0.402,40.5
Azerbaijan,31,2004,4.7883792,28.74443727,95.59542847,97.26132965,121.5071159,54.36505091,9.253801797,8306500,0.4,40.5
Azerbaijan,31,2005,4.9778614,38.59125062,93.43061829,95.52696991,115.8418846,33.79579783,27.96153811,8391850,0.402,40.5
Azerbaijan,31,2006,5.6122217,41.47026031,91.6054306,94.21665955,105.2623998,21.38014047,34.5,8484550,0.387,40.5
Azerbaijan,31,2007,5.6780424,39.14235964,98.13037109,94.77120209,96.64180815,13.9011035,24.99999985,8581300,0.389,40.5
Azerbaijan,31,2008,5.8373384,43.04068225,90.73683167,94.07247162,89.24289686,8.161108317,10.75897806,8763400,0.393,40.5
Azerbaijan,31,2009,5.8379779,29.63929639,91.77172089,95.068573,74.74404168,6.547462364,9.296363744,8947243,0.398,40.5
Azerbaijan,31,2010,5.9008827,27.88449741,89.51445007,93.76229858,74.98598846,6.337255133,5.048944513,9054332,0.391,40.5
Azerbaijan,31,2011,6.0555224,32.87864786,92.80683136,95.57363129,80.50804501,6.80050012,0.100000138,9173082,0.395,40.5
Azerbaijan,31,2012,5.9602041,29.01196975,91.99118805,97.95530701,78.26306954,7.596518679,2.165239475,9295784,0.399,40.5
Azerbaijan,31,2013,5.9521561,25.53238833,88.08940887,100.5004501,74.67584476,3.532115987,5.809800843,9416801,0.418,40.5
Azerbaijan,31,2014,6.0129099,22.518123,98.12570953,106.0598907,69.4832252,5.888461767,2.750506815,9535079,0.418,40.5
Burundi,108,1970,5.4929934,6.751792436,,,22.30979655,0.041197603,21.32567073,3497834,0.304,-3.5
